Geneid,231_N,MCF12a_S,MCF12a_N,MCF10a_S,MCF10a_N,CA1d_S,CA1d_N,CA1a_S,CA1a_N,453_S,453_N,231_S
10560,2097,2191,2057,8092,15139,782,11271,396,4874,4066,4030,2211
10561,3429,430,403,2894,1417,267,58,133,225,17,16,3195
10562,0,468,145,400,0,0,16,0,19,0,6,4
10563,407,0,90,7,12,159,24,0,2,18,3,461
10564,17113,13223,21027,23213,17547,6695,42656,8003,33663,27125,20531,18482
10565,10314,35302,34186,12500,12554,1098,6969,3654,13790,15348,13677,11112
10566,73,421,365,115,48,356,38,0,2,31,53,50
10567,9445,5203,6139,6552,4821,2090,9178,3303,19410,8130,4568,10238
10568,9,82,6,3,4,0,0,0,15,0,1,16
10569,7285,4484,5851,8705,7056,512,3006,1410,3309,2614,2962,7531
1057,13,13,28,0,3,0,12,0,0,9,4,12
10570,505,187,189,248,235,0,7,108,105,1159,982,471
10572,1861,3994,2954,3871,3843,1403,4893,811,11185,2837,1946,2255
10573,3397,5667,4748,10045,8799,1182,2321,457,4616,4999,2723,3696
10574,16678,12237,22588,50478,45014,4242,16155,5448,22725,18454,9758,19097
10575,21438,9364,13087,27454,29584,3809,27608,3789,30619,13376,8962,21245
10576,10536,18841,21895,25269,25918,2614,10744,1460,16184,12756,5922,11235
10577,6310,4266,5694,14818,8289,512,11789,482,7428,7559,2889,7268
10578,255,181,42,158,100,707,21,472,106,33,12,183
10579,3804,16635,16078,12451,6852,1235,3609,4717,6321,15762,7632,4151
1058,385,743,684,1016,2248,4,1074,569,1854,691,54,750
10580,1883,958,801,687,581,1,87,0,277,159,77,2048
10581,6976,729,271,51475,26646,2091,544,1627,233,704,433,7117
10584,0,81,419,0,8,0,4,1,8,72,11,2
10585,4291,4596,5806,6151,5521,367,3471,1920,7834,8130,6818,4588
10586,1144,322,580,653,646,0,142,174,213,1740,1837,1173
10587,1836,3082,2760,9794,6646,502,1018,1798,2439,5731,5146,2111
10588,287,278,148,221,175,372,94,72,193,110,72,318
10589,8069,4742,4194,8949,8252,799,9501,2272,10673,4879,2752,8991
1059,6718,13600,9851,32297,19849,2223,7146,10974,21179,13554,6298,8864
10590,0,0,0,3,0,0,0,0,0,0,0,2
10591,1307,3193,2551,7208,6284,65,993,1202,6379,3194,1266,1466
10592,4789,2352,3683,5940,9670,170,2293,1002,2720,2082,1016,5798
10594,29,63,57,413,67,8,45,0,46,21,20,37
10595,13,119,163,103,155,250,2,1,45,1610,1112,32
10597,271,331,253,348,374,0,540,0,190,81,136,310
10598,5697,5678,6953,12674,11976,2410,9369,1379,11848,9781,5888,5749
10599,214,0,0,0,0,0,48,1,0,0,0,288
1060,3243,3766,2778,2729,2607,240,1575,434,3807,2699,2808,3390
10600,2500,3845,4394,4601,6828,130,2604,566,3356,2427,2493,2344
10602,90527,9592,9446,5229,1234,1978,6187,6879,10389,531,56,112322
10603,1506,2530,1489,983,707,1013,671,581,4080,600,317,1630
10605,8003,8878,7145,9856,9219,1673,3910,1997,8340,5593,4525,8542
10606,13097,3546,5995,34784,36956,2893,13225,2224,13598,13394,7881,15503
10607,5502,11509,7118,9617,6792,811,3787,2861,12585,6204,3767,5748
10608,8807,8725,6340,35421,22278,3753,14175,2372,17368,12076,11778,10233
10609,6346,1877,2578,14804,13252,658,3468,5733,22460,6144,2399,7255
10610,613,3278,1997,370,441,300,881,887,946,14942,26339,613
10611,18068,14359,28021,16612,15228,1773,9170,2371,21254,6005,2974,20323
10612,1670,2614,1792,1335,1384,548,8594,455,3760,19813,20021,1847
10613,6862,3063,4428,10506,9397,538,3853,1026,6159,4722,2881,7685
10614,13862,112680,47194,27502,15780,2377,20875,5606,13697,14530,13220,17232
10615,2627,5566,4124,6555,10597,176,4964,673,8933,5900,1607,4466
10616,35958,21861,12320,26727,17379,14978,80291,15536,104836,88173,22444,37123
10617,6832,4596,7055,6380,5861,0,2914,1129,4081,5145,4065,7727
10618,41389,28259,34878,57262,39700,4088,19029,13755,30088,23806,27992,46021
1062,2090,1374,1548,3304,13384,4,2248,383,5352,2789,368,3091
10620,1883,884,930,767,1011,3415,23418,514,10746,484,319,2023
10621,1335,1029,1325,1033,1283,1,497,197,744,1232,1207,1408
10622,1125,384,541,835,1796,190,656,33,2345,524,333,1106
10623,4800,6965,6312,4870,5454,131,777,1165,1319,3132,2619,5014
10625,9405,16107,16101,18390,14682,1864,6855,2784,11967,14267,6394,9660
10626,7097,26319,27636,11031,14856,2132,10695,4364,16953,8565,7052,8298
10627,13066,7208,9966,19715,12256,1419,5419,2110,5678,2783,1739,14196
10628,138217,74678,74516,57533,14760,14491,16978,18809,47347,39981,83919,139408
10629,2019,3632,2515,4341,3267,274,1963,304,1429,3214,2169,2414
1063,8124,16688,12654,25974,52628,228,6566,1320,12994,13013,1666,11838
10630,0,71,140,2896,2641,103,0,1,0,2,1,1
10631,0,0,18,28,14,0,12,0,0,0,0,0
10632,6542,4368,6438,16423,20683,973,9293,689,7882,7150,4967,7177
10633,366,103,170,78,122,168,112,76,99,311,196,410
10634,8798,5157,2750,9493,5700,684,1622,2736,5739,7587,4056,11388
10635,664,926,720,465,1674,0,218,372,587,1090,198,937
10636,2326,819,698,1608,798,669,655,1005,2209,723,346,2374
10637,65,379,114,5,22,0,0,73,0,33,18,67
10638,0,0,0,0,0,0,0,0,0,0,0,0
10640,9750,4404,5566,7517,9922,545,3495,1502,5886,9718,7611,10758
10641,3034,3376,2282,3408,2295,1848,26507,545,9321,4123,2765,2937
10642,21,1,2,2,5,133,4,0,17,17,19,26
10643,3461,5357,6492,3796,5683,104,1688,924,4973,134,157,3896
10644,12952,42351,32566,13312,9935,1785,10088,5508,23170,27,42,13572
10645,10759,6711,6205,13216,10594,1527,3833,3464,6959,8942,7788,10660
10647,0,0,0,0,0,0,0,0,0,43,0,0
10648,0,0,0,0,0,0,0,0,0,0,0,0
10650,719,470,284,766,1086,400,983,332,1786,474,456,964
10651,3332,1796,2364,3590,4161,606,2184,365,2961,2683,2207,3575
10652,10502,9119,15135,13859,9529,9204,82499,6928,42717,9883,5115,11480
10653,27252,36258,47989,36098,10701,13010,54340,25214,159208,54954,31147,32778
10654,1109,4567,3891,9899,7115,441,1419,1278,3527,6198,3474,1454
10655,0,124,11,1,6,0,0,9,3,0,0,1
10656,1884,1234,635,669,407,605,3406,869,4966,259,85,2137
10657,14061,16799,16598,23864,20094,4161,22678,4095,34380,12236,9774,15232
10658,19966,10702,14411,29327,26046,13075,65837,7453,80602,21826,18709,23261
10659,5718,686,125,175,0,1689,186,944,165,34,9,6148
1066,2,28,230,3528,5088,0,612,74,149,0,0,0
10660,0,44,8,12,2,1,1,0,0,0,0,0
10661,4,617,146,7,2,472,36,0,69,67,56,0
10663,1333,182,452,560,637,152,224,85,128,1853,1762,1204
10664,7474,8150,8760,9124,7598,677,8620,2414,4541,8854,7482,8457
10665,1,0,0,0,0,0,0,0,0,0,0,0
10666,123,61,109,278,106,0,125,316,102,65,91,176
10667,1541,5541,3795,3224,2614,148,955,762,943,1894,1663,2088
10668,1237,308,364,702,577,0,188,127,432,384,302,1323
10669,35,715,734,5354,4800,940,1957,2070,11906,2036,1955,47
10670,3538,10685,9075,22121,26583,1411,6734,3717,12008,2254,1469,4378
10671,1536,1492,1588,3634,4208,108,1457,157,1519,1096,928,1672
10672,10090,6645,6676,6121,6179,3474,41856,3435,20339,21953,21511,10437
10673,199,115,188,678,543,0,94,154,152,154,126,218
10675,223,108,155,684,836,0,47,224,265,799,392,364
10677,3131,370,906,1427,514,2,292,522,329,1094,2269,3381
10678,1862,2096,2841,2906,3888,976,21386,1241,9764,3324,1941,2092
1068,0,0,0,0,8,0,0,0,0,0,0,0
10681,4949,2169,1866,4514,3606,900,1561,587,1806,1987,649,5533
10682,1578,2662,3106,9895,14890,2569,37083,1657,23734,12234,2556,2636
10683,12,85,91,272,241,0,106,0,211,3,2,25
10686,9,710,166,11,0,0,0,0,61,0,0,9
10687,3626,3,14,566,782,0,195,59,52,16,2,4073
1069,1458,431,1504,2079,2751,128,1163,182,1022,3941,2675,1848
10690,10,1,6,0,0,0,0,136,20,4493,3387,18
10691,1744,1673,1940,2571,2338,521,663,467,1258,1953,1360,1691
10692,40,0,32,88,70,0,19,0,3,55,112,58
10693,191,268,368,359,211,0,114,125,150,194,469,189
10694,10598,7229,10217,23757,28355,2307,15877,1281,18102,12018,7333,11309
10695,4515,7456,6274,8189,4815,1218,2149,2306,6800,5373,3724,5215
10699,349,15,39,213,186,108,175,196,243,225,85,396
107,220,307,924,648,906,1,10,225,36,190,202,204
1070,1580,1186,963,921,1194,0,311,50,228,655,673,1621
1071,303,50,23,107,31,151,101,2,10,18,17,341
10712,11,6,5,25,29,0,12,1,27,11,7,10
10713,6971,6423,5422,7550,6119,627,4289,1799,6593,8359,5628,7922
10714,3484,2923,3542,3424,4468,233,912,487,1175,4117,2978,3924
10715,157,1,86,102,76,54,80,16,86,107,129,208
10716,59,16,48,121,52,0,28,0,0,25,37,38
10717,1856,1011,1406,2101,1566,317,1204,547,1876,1380,1197,2066
10718,4,0,0,0,0,0,0,28,0,1288,1561,11
1072,29255,16169,19183,58912,38339,4751,15342,9253,26093,33777,18197,33343
10720,0,0,0,0,0,10,1,2,0,16,22,0
10721,1186,7810,4458,1879,5122,649,2192,441,3025,3153,661,2056
10723,173,1307,961,133,19,212,44,0,2,3285,1964,219
10724,27163,25845,29391,21866,19473,6923,55673,5877,42326,18456,21515,29492
10725,44790,28861,23072,36583,29987,5324,48347,5834,24825,15501,20315,46267
10726,7970,6957,7031,14156,12957,1626,4836,999,8738,7669,4618,8198
10728,15855,9959,12007,24071,34318,8591,55760,4195,57951,16297,10299,16910
1073,4047,753,1539,3175,4278,0,497,62,1392,0,1,3892
10730,15366,6435,11115,27228,23560,2681,34329,4165,19692,11844,9261,16369
10732,4167,3438,3448,5430,4118,465,2263,2255,7863,3625,2070,4660
10733,392,1123,767,772,2370,0,609,274,838,1590,549,581
10734,897,598,917,233,174,0,132,296,115,591,564,872
10735,8023,5888,7256,11384,10907,1629,9160,986,9907,6958,7448,8038
10736,7,885,286,758,555,67,246,85,59,7353,5466,30
10737,34,0,8,10,31,0,75,0,8,107,88,12
10738,5,0,8,0,3,0,0,0,0,2,0,13
10739,41,0,27,80,28,0,9,0,42,178,140,41
10740,3,1,1,0,1,0,2,0,1,33,3,7
10741,2420,1265,1829,2101,2318,638,847,853,1082,2589,2389,2949
10742,8,0,0,0,3,0,0,0,14,0,0,4
10743,24146,34708,29389,20895,14533,6748,26472,25730,46347,38317,29743,25610
10744,23,14,0,17,31,0,1,1,4,1,0,16
10745,4605,1098,849,3671,4002,64,512,405,510,523,419,6472
10746,7581,5976,9628,7480,8174,1856,16711,2837,7989,7643,7340,8719
10747,881,313,493,673,558,124,87,0,176,496,1206,942
10748,509,111,127,189,336,97,79,0,40,329,485,561
10749,40039,38273,37814,33679,23638,5443,17254,23184,57533,20637,9926,47344
1075,4965,25620,11011,16538,16853,307,9558,1654,7446,826,103,4814
10750,55,40,30,300,302,127,153,217,774,12,38,101
10752,6,0,1,0,0,1,0,0,1,0,4,0
10753,15,51,53,0,6,0,0,0,0,179,345,28
10755,7256,29590,33727,15219,9251,2047,6922,13478,36218,10818,6218,8757
10758,2517,5244,5158,8437,7246,510,5046,1148,5606,3307,3573,2721
10761,84,0,0,19,14,0,40,0,47,291,953,121
10762,8606,7962,8608,18720,15005,1693,4889,3674,6042,13295,9850,10177
10763,2222,217,179,93,132,186,26,117,17,18387,5374,2808
10765,14772,24695,28222,38850,37368,1552,9627,5153,17541,25454,23341,15373
10766,10946,18543,12439,29348,20611,2541,4934,5217,17197,24244,20611,12182
10767,8518,4773,5501,9454,10064,1746,11787,1411,8119,7415,6163,7984
10768,24681,12184,17346,29388,25462,1909,10427,6319,13595,32941,20008,27236
10769,955,61988,24907,7954,1112,1202,6326,812,2522,33391,12953,1105
10771,6459,3389,5013,11233,11262,543,2280,1282,3219,11397,11238,7059
10772,16821,11565,9143,13193,16220,1447,10187,1414,8928,9344,9172,19524
10773,1871,2216,1811,2069,1746,0,975,102,1330,1997,1703,2166
10775,1755,1431,2088,3330,3008,0,638,668,869,2309,1566,2038
10776,31321,6655,9539,16665,19331,1392,10177,4470,13507,34539,20543,31426
10777,8,1,4,0,0,2,0,0,0,2,1,3
10778,3075,1865,1583,3738,3545,733,1251,622,998,2603,3298,3205
10780,2917,2501,2831,3027,2412,108,691,743,1320,1981,2134,3132
10781,3723,3621,2274,4487,3037,268,265,267,638,2348,2463,4122
10782,7095,5053,6217,2790,2061,344,2548,1789,3101,5423,6287,7230
10783,12391,4682,4825,9229,8996,925,4549,1770,6536,10921,10910,13487
10785,3655,5728,3862,5964,5427,342,1702,1152,3895,3727,1847,4435
10786,0,0,0,0,0,0,0,0,22,0,1,2
10787,19596,18031,27628,25409,27996,1922,25385,4845,34881,36006,29361,20057
10788,47,264,92,1071,57,449,83,550,63,1650,4741,72
10791,231,1109,597,382,156,83,279,66,641,481,311,296
10793,730,758,1097,365,459,233,89,108,212,700,481,929
10794,25893,19935,15043,16795,12066,3975,38255,5789,45273,10860,13506,25862
10795,2062,1106,1485,1566,1597,279,431,230,699,1561,2368,2420
10797,8704,9801,8271,15517,14032,5592,27995,3510,29273,15451,19735,8708
10798,0,0,0,0,0,0,0,0,0,0,1,0
10799,422,398,495,730,852,165,399,247,344,605,363,563
108,0,0,0,1,1,0,0,102,0,337,12573,3
1080,0,0,0,0,0,0,0,0,0,0,4,1
10800,0,0,0,0,13,1,0,322,6,2,5,14
10801,30097,44813,55163,115071,78511,12765,45597,45887,135951,46576,17715,35023
10802,9393,5944,8677,12664,19118,4868,71980,2678,25157,8458,6610,9059
10803,174,0,30,3,45,0,14,0,0,190,120,200
10804,0,0,0,0,4,23,0,0,34,0,0,0
10806,467,993,241,945,1256,12,110,43,124,418,826,718
10807,5283,9124,6252,12864,11245,1457,4242,4077,16986,9656,4157,5751
10808,21548,15689,20839,25662,19239,32851,112522,2780,109453,22899,12427,23824
10809,1981,6878,4993,2079,1007,1325,4622,3046,7339,35772,20104,1889
1081,0,0,0,18,18,0,0,0,0,217,32,0
10810,1987,1547,1816,14233,6472,875,3243,664,7767,505,210,1836
10811,8829,14921,9622,4604,3708,518,1065,2834,4305,10677,9158,11143
10813,3270,2406,2987,8317,6290,112,2390,405,2735,2262,1417,3304
10814,837,36,64,31,31,44,5153,1,139,63,68,743
10815,126,1512,2108,884,625,495,657,771,4243,3567,3985,132
10816,0,10,16,0,0,0,0,0,0,0,0,1
10817,1863,921,731,513,746,58,144,328,333,405,611,1966
10818,3760,9112,10202,3975,3825,958,7476,581,2559,4177,3930,4185
10819,148,32,204,90,122,0,70,0,191,298,201,167
1082,20,21,23,3,11,0,66,0,21,50,30,17
10821,4,0,2,0,2,0,0,0,0,0,0,4
10824,55,0,44,81,92,0,39,0,82,0,0,55
10825,1916,1570,1163,2685,1968,374,1730,51,2795,2507,1704,2308
10826,1514,1083,1652,4004,2312,1,751,1334,584,9470,1112,2019
10827,1658,1742,2184,3669,3314,99,951,349,1161,1738,1691,1664
10838,2853,835,1584,4535,3486,134,1052,513,1584,2636,1692,3075
1084,1,386,91,27,0,430,147,551,63,15,3,6
10840,57,111,638,5516,6873,0,84,82,221,6,2,69
10841,371,6,28,25,32,0,99,98,0,42,39,335
10842,2,0,5,0,2,0,0,0,0,0,0,0
10844,8463,10822,10740,33996,27997,1624,7852,3721,11870,12785,9612,8904
10845,5179,4913,4422,9448,9068,315,2704,924,4435,7683,5431,5395
10846,7388,0,76,114,577,0,42,0,56,1632,608,8036
10847,33160,67380,54624,77260,50946,5421,32073,13093,24959,61028,48596,37055
10848,11306,32654,20593,11783,7527,8416,16764,10846,78015,15098,11653,11552
10849,574,332,483,1443,982,151,364,159,1189,508,320,633
10850,54,110,66,5,15,0,60,0,45,34,32,48
10855,739,416,1085,758,626,500,125,84,191,4,3,817
10856,7928,11970,10448,28997,18921,2810,10091,4573,24673,10129,5075,9195
10857,3806,2949,4123,12543,15267,1126,9120,1140,6901,7912,4543,4458
10858,39,0,67,9,38,0,14,0,1,54,60,39
10859,0,0,0,0,0,0,0,0,0,0,0,1
10861,4029,12117,5365,5149,3211,20,275,459,285,7469,5486,4679
10863,179,350,312,108,146,323,107,1,14,2,14,182
10864,3,36,18,17,1,0,0,0,0,2,19,3
10865,666,2450,1582,806,483,453,850,65,997,508,597,709
10866,0,14,5,8,3,0,1,0,0,0,0,0
10867,2708,3308,3645,5331,2442,633,2130,554,2358,3387,4510,2776
10868,5875,9641,7670,9904,5883,1524,3447,2768,6774,6809,5393,6448
10869,10550,11255,10763,24261,14135,2948,4707,4269,12248,12589,9622,12155
1087,0,156,701,0,0,0,0,1,0,0,0,0
10870,10,222,91,119,43,236,18,0,0,41,22,17
10871,4,101,25,18,6,0,50,4,8,2,1,6
10873,8843,426,159,10,40,294,0,95,50,1529,2275,10356
10874,99,218,175,750,1337,0,98,0,483,82,0,135
10875,1422,971,787,293,189,2250,133,1251,327,496,1058,1319
10876,0,0,0,0,0,0,0,0,0,0,0,1
10877,3,0,5,17,1,0,0,0,0,0,0,11
10878,63,1,0,252,50,0,0,0,0,0,0,82
10879,0,0,0,0,0,0,0,0,0,0,0,0
1088,311,0,89,5,52,1,13,0,2,23,12,226
10880,17,0,39,44,20,0,0,0,0,6,2,29
10881,38,0,43,33,32,0,28,0,0,4,6,61
10882,219,245,49,245,202,48,44,85,45,2,0,220
10884,6346,6774,4769,10262,7537,1765,8439,728,9350,4240,3280,6335
10885,8679,2284,2891,11222,10729,862,2856,944,5352,4949,2284,8705
10886,12,0,0,0,1,1,1,1,1,0,0,0
10887,12,0,0,5,3,0,0,0,0,0,0,18
10888,283,1,8,10,9,0,26,0,11,80,54,276
1089,0,0,0,0,0,0,0,0,2,0,0,0
10890,14577,17165,21979,24392,21428,3190,12698,8541,27377,21814,18523,16437
10891,830,514,829,5923,2588,18,88,24,236,583,2514,794
10892,3763,1840,2532,5895,4158,501,1455,658,2404,2080,1514,3742
10893,2778,1774,2058,1658,1325,608,341,559,898,1351,1815,2860
10894,16,9,32,9,14,0,0,0,0,4,0,11
10895,3,0,2,0,1,0,0,0,0,1,2,23
10896,704,143,396,527,611,37,1049,238,536,501,523,706
10897,7370,4148,5602,9257,7155,1476,2960,2552,13695,10124,5806,7677
10898,4379,5500,4767,4441,4312,58,2189,685,2776,1761,1370,5060
10899,7497,14952,16185,24449,19652,2947,5495,4998,22378,20955,12090,8141
109,6752,31065,19412,47741,21847,2141,6346,5114,21221,4193,731,7178
10900,912,1181,997,235,88,226,274,733,391,64,67,881
10901,638,566,650,1364,1436,125,204,350,818,844,955,777
10902,9749,15832,11329,16180,11774,904,4771,2197,10771,8600,9561,11660
10903,13899,2359,1621,2879,3447,62,504,214,1296,2564,864,14724
10904,5902,9285,11253,9128,5014,1903,19125,6392,24144,17397,6769,6878
10905,16069,7138,8796,17006,16149,486,3770,2595,6052,6238,5068,17351
10906,2684,6103,4903,8396,3352,987,1833,1470,2345,3419,2220,3238
10907,1625,2505,2721,8661,8517,682,3333,1102,9070,4610,2797,1940
10908,18453,27420,19316,41349,18068,5241,26610,7552,37525,12731,6661,22038
10910,1944,4779,4192,4877,5222,738,2769,292,3820,2435,2334,2057
10911,8,0,3,16,10,0,0,0,0,13,18,7
10912,124,8272,3194,676,490,535,4079,693,1761,1060,749,163
10913,107,103,162,140,205,6,27,0,39,107,97,103
10914,14788,16531,21058,26349,30019,5295,37887,3992,22883,28774,25140,15104
10915,14755,18197,13793,20486,26862,3321,20889,2324,21344,12490,10095,15314
10916,7896,3032,6987,8725,7695,787,3605,1348,6842,14796,19221,8634
10917,62,62,0,0,8,0,0,102,17,0,0,94
10919,11,82,9,13,10,0,29,2,4,6,8,5
10920,5587,2546,3250,24480,21114,803,6987,814,9077,3453,2000,6324
10921,15578,19986,16657,22858,18214,4431,20712,4302,35365,12302,8145,15689
10922,8770,20204,15650,14668,10653,1104,2624,3114,8063,10661,7582,10620
10923,8331,4353,4909,7621,9789,787,10634,264,4456,4899,4686,8934
10924,787,357,811,802,611,46,290,304,340,1756,692,767
10926,1661,1685,1537,1547,3040,311,1266,55,1272,2544,1491,2106
10927,8037,7505,10335,11902,11152,929,22898,2988,12404,3214,3618,9076
10928,9810,6396,7607,12075,9423,1590,7087,2126,11375,7258,4019,10784
10929,4748,6706,4757,6416,3973,148,1807,1105,2285,4778,3677,5535
10930,916,160,263,75,131,0,40,87,59,266,278,899
10933,17826,6354,9414,17141,20744,3219,16226,1964,17938,5962,4865,18488
10935,3736,3101,4807,18181,22218,292,2940,962,6025,4194,3931,4730
10936,921,798,719,742,817,75,739,272,520,464,632,968
10938,7298,17677,9409,13202,8908,2439,15895,7595,16447,9672,5003,7921
10939,5404,4693,4997,13777,12125,1436,4112,1814,6806,7803,4397,6244
10940,1563,2970,2319,7677,6383,275,1197,505,1546,3117,2213,1875
10941,1,0,0,1,3,0,0,0,0,0,0,1
10942,2,8,3,4343,3570,588,2499,850,6076,0,0,0
10943,3291,2375,2246,3540,3144,452,1257,233,2273,2413,1885,3391
10944,10447,5983,6545,13112,12061,983,2915,1171,3811,3611,3766,11434
10945,19263,8214,14494,22741,22719,5578,34931,5145,29695,15950,9326,20702
10946,6436,4839,7612,12929,10879,463,4165,999,5756,5896,5061,6753
10947,3087,1055,1303,2025,2403,336,452,409,1377,2327,2096,3445
10948,7454,10844,8643,7932,5391,2720,20083,3581,17368,21831,12496,7917
10949,17353,16771,14301,26338,17521,2728,12466,4442,22876,10349,8289,19493
10950,2013,2047,1523,2217,2045,446,913,357,1865,386,169,1668
10951,5599,6101,7322,7497,8462,1654,2671,2089,10279,9729,7353,6489
10952,2671,2689,2996,6082,5279,1016,10366,664,8364,1840,1438,3120
10953,9124,3759,4364,9916,7948,338,2491,1125,7033,5844,3144,9038
10954,4517,3680,3742,5231,3906,135,1939,413,5898,5067,3600,5115
10955,15361,9332,14586,23055,14785,916,8889,2733,18672,12024,8336,15823
10956,16461,15610,20244,33398,18545,3726,23434,5719,11973,22698,15834,18910
10957,13571,27171,13480,30348,13419,2832,26390,2804,11388,9685,10468,14003
10959,22245,6443,11414,24004,25269,3140,20881,4185,25857,25126,16367,22494
10960,14423,9613,13586,36178,22611,2084,10923,3675,15070,11891,9057,16407
10961,12238,6992,6360,17642,11766,1231,7477,1809,5359,12513,9171,13247
10962,486,709,651,2077,2895,103,185,2,232,2885,1676,602
10963,17985,11442,14753,34648,35461,4200,24778,2616,26019,15920,10622,18388
10964,5302,65,149,8850,4002,84,121,2,43,2,0,4889
10965,1440,430,567,8984,6284,409,713,404,909,3679,3793,1876
10966,937,2297,1091,894,700,29,624,1156,2624,1152,1431,858
10969,3747,5805,5968,10948,8287,1234,4302,1722,8090,4114,1787,3961
10970,21915,8870,10412,33462,25603,2281,6945,6126,24593,6110,2245,24096
10971,19862,18260,25129,23533,27363,3120,23152,9264,44010,16478,12511,22449
10972,14614,8412,18954,38187,30219,2418,13490,4582,30668,36577,27716,15801
10973,14409,32115,23978,31849,26411,1072,13532,3244,15157,12840,9428,15147
10974,570,20403,13949,6821,9630,1881,7063,6175,21286,517,228,559
10975,5274,9299,10133,17134,17542,1044,3642,2547,9086,7245,4080,6213
10978,903,761,935,1957,1368,338,648,75,630,1454,878,1132
10979,9875,1860,1713,13594,12753,355,2754,479,2821,5980,1799,10092
10980,6308,6482,8255,11498,10764,356,2643,1172,4123,7448,4486,7304
10981,1560,1762,1330,1600,1926,440,940,606,2000,0,0,1641
10982,2577,307,779,1704,1761,102,899,184,406,92,34,3029
10983,40982,17046,17527,43468,37321,12933,50906,10552,35550,33439,27451,40285
10984,57049,586,79,11924,37512,6305,108051,6363,20139,112,81,58354
10985,53145,37887,38017,96786,71259,7162,28472,16131,60596,50204,25356,60570
10987,2217,8324,8219,6142,6223,513,2140,842,2353,4462,3439,2759
10988,10327,2988,3375,7859,11929,764,8024,685,7233,4070,2926,9692
10989,14042,5550,7128,19364,17787,1482,11216,2224,11005,10598,7508,15138
10990,0,0,0,0,0,0,0,0,0,0,0,0
10991,5,4,37,16,15,0,37,0,26,55,65,4
10992,30244,14117,15085,38514,27155,9392,35431,4357,36320,35209,23688,30726
10993,215,36,58,84,93,0,38,0,4,74,74,237
10994,3721,5698,6212,11794,8483,1690,8537,1863,17557,8619,9854,4341
10998,188,1957,1131,1765,1494,59,574,460,1941,1054,540,231
10999,5244,4265,4593,8035,5290,726,2767,4692,8042,9040,7018,6394
11000,27,291,168,112,141,0,20,54,13,362,235,58
11001,83,160,326,696,492,157,269,60,317,4010,1369,97
11004,1708,2190,2375,4447,6926,135,2049,589,4749,2744,360,2208
11005,863,182,124,154,22,0,203,368,1100,8,12,1150
11006,0,0,0,0,0,0,0,0,0,0,0,0
11007,10843,4340,1695,7244,5105,2590,5655,3090,42980,5840,1630,12522
11009,82,100,46,19,43,0,38,0,210,0,3,72
1101,923,623,883,205,462,40,144,639,1022,862,560,865
11010,1176,409,749,1999,1681,5,1068,369,662,185,173,1263
11011,5364,5542,6284,4836,6444,877,2979,1230,5408,4516,5216,5552
11012,0,954,1031,0,0,0,27,8,116,0,0,0
11013,0,0,0,0,11,0,0,0,0,19,12,0
11014,18983,6902,15361,15640,21265,3353,24733,4397,25360,16006,14254,18381
11015,4089,425,1123,906,1310,120,1351,994,2553,1448,1341,4235
11016,5893,3144,3291,7576,6008,286,6162,1132,4300,4027,4069,6592
11017,2650,2010,2293,3880,4917,534,2050,491,2846,2221,1599,2924
11018,2480,3820,4367,8258,5816,532,1386,1258,2756,2745,1357,2999
11019,851,884,755,1153,1451,54,1062,411,988,589,383,810
1102,326,938,941,1067,790,4,354,354,130,231,93,376
11020,2225,2047,2203,2243,1451,0,315,402,1184,4299,3400,2231
11021,6483,4652,5533,9808,7441,950,3569,2050,5408,5752,3283,7257
11022,1467,753,1400,1569,1112,210,2286,430,1552,2243,2007,1763
11023,0,0,5,0,0,0,0,0,3,0,0,2
11024,0,0,0,0,0,0,0,0,0,0,0,0
11025,11,122,24,6,2,88,111,230,51,4,1,10
11027,0,1,0,0,0,0,2,0,0,0,0,2
1103,2,0,0,0,1,1,0,0,0,0,0,0
11030,2000,5303,5691,2512,2187,44,1758,2186,3276,249,239,1989
11031,8031,1291,1335,8469,6161,1136,214,519,64,20,6,8524
11033,1075,7438,10706,925,603,2065,4176,7043,22395,196,201,1260
11034,30369,12844,20109,13484,16250,2808,22193,5739,23718,34798,21271,30895
11035,5,72,16,0,0,93,0,0,0,4,2,3
11036,0,0,0,0,2,0,0,0,0,0,0,0
11037,272,222,122,548,311,0,117,112,92,23,47,356
11039,192,515,420,70,97,1,170,22,101,206,269,276
1104,7426,7513,8982,12683,9856,1533,7364,2175,11849,6169,2346,7423
11040,846,2269,1318,2749,2504,940,4881,679,4463,1278,645,979
11041,3249,629,637,7831,5391,92,200,427,881,3401,1800,3653
11042,200,373,255,115,116,9,76,30,75,161,107,192
11043,4857,329,594,3579,2917,218,1228,565,1857,5265,3528,5516
11044,5598,8919,7571,7959,8162,4231,24266,2113,14002,8761,5732,6257
